idx,sex,phone,pitch_praat,f1_org_praat,f2_org_praat,f3_org_praat
132,M,iy,138.71123398966586,508.8585714285714,1981.2487142857144,2859.774
133,M,iy,89.17241907993876,414.30533333333335,1764.9887777777778,2883.0201111111114
134,M,iy,141.5647261401814,709.663,2314.6750999999995,2888.2806
135,M,iy,122.072712150357,580.929125,2003.967625,2401.7085
136,M,iy,106.79943562614234,537.1665555555555,2278.867222222222,2853.087888888889
137,M,iy,160.76750980951564,405.027625,1873.840125,2252.89525
138,M,iy,173.19214952569513,400.8776666666666,1991.3196666666668,2538.856666666667
139,M,iy,108.712036298818,475.697,2023.161625,2670.446875
140,M,iy,101.31317733195252,394.869,2484.339,3053.076727272727
141,M,iy,132.31790822034432,421.2204,2079.8883,2722.7009
142,M,iy,89.40398144944942,1604.1880909090903,2456.524090909091,3165.329636363637
143,M,iy,115.60975193345664,425.9433333333333,1909.113833333333,2683.712666666667
144,M,iy,165.01517599634528,590.0951818181819,2049.701727272728,2604.8702727272725
145,M,iy,127.257157323333,486.506,1961.8006923076923,2501.2948461538463
146,M,iy,95.93185766779447,365.45242857142864,1880.7754285714288,2535.2171428571423
147,M,iy,129.6407124631555,387.8446666666666,1957.1256666666668,2666.8213333333338
148,M,iy,116.2783942712888,434.9567142857143,1969.5502857142856,2574.6224285714284
149,M,iy,140.61763155173492,1537.3907777777777,1971.2328888888887,2842.324777777778
150,M,iy,158.3209114870062,424.055375,2082.579375,2953.3411250000004
151,M,iy,116.5312572977364,478.2578,1871.5178,2748.0386
152,M,iy,107.02287225979693,518.6494166666666,1854.186333333333,2299.052333333333
153,M,iy,93.97006472198724,522.45225,2153.3675000000003,2763.9465
154,M,iy,102.77092091827362,525.37275,1593.879875,2285.92975
155,M,iy,120.73495673611971,450.5209999999999,1998.59525,2466.6106250000003
156,M,iy,130.15459862040757,377.9659,1952.3163,2338.3851
157,M,iy,149.9567227870699,376.4016,1647.0333999999998,2513.0592
158,M,iy,133.94347766132051,453.2523076923077,1813.9956153846151,2604.6295384615387
159,M,iy,135.0868485030826,893.618846153846,1955.8994615384613,2706.524076923077
160,M,iy,122.96446715569122,364.1467,2141.8374,2592.7767
161,M,iy,158.03688692595625,613.6046249999999,1633.857,2761.9866250000005
162,M,iy,102.64282851406185,576.6813571428571,2059.592714285714,2906.672285714285
163,M,iy,96.79507080531847,436.7964999999999,2183.1705,2779.153
164,M,iy,105.26608848276,444.9385714285714,1871.2092857142857,2419.4377142857143
165,M,iy,96.95157904652416,592.3462857142857,1884.183142857143,2466.8914285714286
166,M,iy,123.1369300530069,599.5819999999999,1904.95825,2606.9683750000004
167,M,iy,122.33734024917992,408.27857142857147,1814.1388571428568,2338.499142857143
168,M,iy,135.2669879553566,436.0264285714285,2168.924571428571,2827.014285714286
169,M,iy,118.55418074169314,443.8927499999999,2113.02225,2890.2128124999995
170,M,iy,120.0670191148889,440.7565333333333,1968.127333333333,2613.9200666666666
171,M,iy,128.71317669739446,641.1745000000001,1924.1691666666663,2582.2375
172,M,iy,126.61441379135684,525.8524285714286,2071.8374285714285,2731.873
173,M,iy,138.54400714081075,396.7606249999999,2206.4321875,2836.5146875
174,M,iy,143.68774045899835,379.3858181818181,1980.6270000000004,2935.627818181818
175,M,iy,119.23294183454291,371.4375882352942,2089.8075882352946,2673.228294117647
176,M,iy,117.6967777161578,380.6521666666667,1849.2026666666668,2721.4988333333336
177,M,iy,135.45358379355434,454.5425,1970.7235,2283.2381250000003
178,M,iy,119.78948656286732,340.1282222222222,2236.1925555555554,2999.185555555556
179,M,iy,159.78379288719506,284.0792222222222,2007.8068888888888,2807.792777777778
180,M,iy,111.65723517221984,346.08516666666674,2215.6585,2847.7341666666666
181,M,iy,130.98745901746645,409.4793333333334,2020.4236666666668,2780.3826666666664
182,M,iy,126.502365422502,438.8447777777778,2099.5246666666667,2730.510444444444
183,M,iy,105.4393298694614,413.8094444444444,1656.669666666667,2339.1692222222223
184,M,iy,96.51272911916442,399.04212500000006,2032.58025,2526.971625
185,M,iy,93.48657042208517,498.7468181818183,1812.6541818181815,2850.287363636364
186,M,iy,123.94290501337144,500.3595,1768.386,2336.7525
187,M,iy,141.82534711119956,424.7897,2102.5864,2366.0531999999994
188,M,iy,126.80533889181676,419.123,2044.3912857142852,2461.368571428571
189,M,iy,125.57159441950988,520.0919090909091,1803.436,2163.3928181818183
190,M,iy,132.02865763352602,404.5619,2126.6577,2667.4654
191,M,iy,113.87687338234936,428.4740909090909,2157.8392727272726,2450.074181818182
192,M,iy,125.95240613831086,390.57633333333337,2151.481555555556,2745.1862222222226
193,M,iy,132.62030998511477,380.8277647058824,2115.6187647058828,2669.137352941176
194,M,iy,123.39368201717598,508.334,1826.016833333333,2425.534
195,M,iy,115.8550879728708,467.3416875,2085.3190000000004,2635.0930625
196,M,iy,132.73623702445653,469.9515,1897.80775,2670.3963750000003
197,M,iy,130.9328110372231,447.3018,1999.2764,2565.36
198,M,iy,118.66845331414244,486.1035,1781.37825,2544.850375
199,M,iy,113.50613867358976,474.6619999999999,2170.4386363636363,2891.847909090909
200,F,iy,213.6543566061342,523.1605,2089.956125,2861.5165
201,F,iy,162.74049718971517,487.1791111111112,2726.1276666666668,3349.058333333333
202,F,iy,181.2545471304705,546.3415714285715,2324.108142857143,2947.178
203,F,iy,223.30090754977368,444.4527,2464.8183,2928.1141
204,F,iy,165.98610792565367,371.44181818181823,1967.897727272728,2370.415636363636
205,F,iy,174.3951080153319,419.6673333333333,2018.7741666666668,2547.4088333333334
206,F,iy,204.31347285417013,499.5068571428571,2552.494,3351.066285714286
207,F,iy,219.1443514288018,540.026375,2432.9681875,2984.4421875000003
208,F,iy,210.86878287992707,403.638,2250.557857142857,2637.8250000000003
209,F,iy,210.0082895793614,510.853,2553.4264545454544,3036.5624545454552
210,F,iy,190.83572334796048,508.8501428571429,2117.9464285714284,2865.628857142857
211,F,iy,211.78438407252068,514.4579999999999,2415.1425833333337,3118.3715
212,F,iy,224.9200070761895,455.6735714285714,2554.980857142857,2822.0961428571427
213,F,iy,213.84272102049437,427.4028333333333,2725.807666666667,3181.322
214,F,iy,177.5035714138563,486.867625,2636.851,3201.085
215,F,iy,237.85591887146543,465.36925,2006.306375,2877.91875
216,F,iy,202.37324007448976,505.2615,1602.2545,2391.887833333333
217,F,iy,190.01460551061552,551.2048571428571,2119.136285714286,2757.146142857143
218,F,iy,213.13170055814575,466.6349,2052.6287,2764.8022000000005
219,F,iy,191.32819197143192,439.9284,2425.078,2907.5148
220,F,iy,214.30684495358884,392.3764,2291.838,2746.1567
221,F,iy,195.43015328483523,497.2934,2408.3185,2600.2674
222,F,iy,194.8135774403056,540.5068888888889,2353.257777777778,2989.5200000000004
223,F,iy,199.2065772281945,518.6513571428571,2418.008714285715,3109.2484285714286
224,F,iy,136.2316230820758,681.1051111111112,2227.255111111111,2590.8554444444444
225,F,iy,258.6200919838789,508.0178125,2275.0929375,2765.8313750000007
226,F,iy,151.1181888697968,434.0136111111111,2770.0966666666664,3326.364333333333
227,F,iy,249.44199797245236,372.3494,2279.9419000000003,2742.7270000000003
228,F,iy,182.8509684387198,515.1499999999999,1848.0918,2675.9644
229,F,iy,174.54902305974056,513.072375,2163.217125,2797.428875
230,F,iy,198.92684987453637,632.2673750000001,2481.1395,3141.003125
231,F,iy,226.65401759069903,441.08125,2142.50475,2783.007375
232,F,iy,194.19649378196016,431.5718,1970.0788,2377.1258000000003
233,F,iy,172.894227482189,465.8198333333333,2635.1053333333334,3048.519666666667
234,F,iy,169.91746580902122,449.884625,2524.4665625,3035.741625
235,F,iy,203.3962865955863,502.21,1685.90325,2853.29775
236,F,iy,195.8047147671422,513.623125,2173.650125,2794.113125
237,F,iy,203.1701869320769,487.2815,1813.071,2836.1546000000003
238,F,iy,193.68387965236025,413.8744444444444,2552.091111111112,2960.7271111111104
239,F,iy,179.7939415865797,411.4699090909091,2116.705727272727,2483.963363636364
240,F,iy,187.31060017730545,428.3596666666666,2149.3431666666665,2583.1935
241,F,iy,218.00908318088176,591.0089999999999,2574.0312500000005,3219.756166666666
242,F,iy,153.32094845215804,447.982,2528.1348000000003,3115.025
243,F,iy,168.27894675697237,448.6008695652173,2076.7543478260877,2682.9385217391305
244,F,iy,229.61869717440808,503.4615,2294.35675,2767.86125
245,F,iy,205.7569483822364,496.6742222222222,1998.600888888889,2612.270666666667
246,F,iy,222.12636577375744,492.0291428571428,2759.876,3465.321
247,F,iy,196.51811700913103,519.515,2233.860333333333,2691.543
248,F,iy,198.1052525196959,403.2348181818181,2038.5664545454545,2603.2274545454543
249,F,iy,219.40124120615317,442.66188888888894,2316.578444444445,3269.3838888888886
250,F,iy,197.8688217269043,684.8033333333334,2666.597666666667,3218.864777777778
251,F,iy,223.0617360952797,445.1994285714286,2700.5737142857147,3137.4887142857147
252,F,iy,212.9294270623295,465.3658333333333,2176.803666666667,2868.7423333333336
253,F,iy,248.89049710379007,494.6361428571428,2290.8219285714285,2686.825928571429
254,F,iy,214.4725309484593,454.0221111111111,2326.200666666667,2574.4398888888886
255,F,iy,206.39783553116325,528.0826666666667,2201.880777777778,3011.8201111111107
256,F,iy,204.41168878804996,457.932,2340.891375,2983.448875
257,F,iy,216.4208713608872,441.59342857142855,1858.0512857142855,2307.967
258,F,iy,165.7944536686281,542.649,1796.837,2804.5005
259,F,iy,225.90005621780244,421.9962222222223,2103.325555555556,2685.941
260,F,iy,196.05017276140356,557.8508181818182,2341.094,3235.984999999999
261,F,iy,182.893313778565,500.360625,1881.1965,2641.875875
262,F,iy,205.66715352865123,485.9505,2445.6148,2952.0707999999995
263,F,iy,166.02693710098407,417.24744444444445,2494.3659444444443,2858.755944444444
264,F,iy,211.84207879649372,446.6081,2048.8581000000004,2698.9206
265,F,iy,199.89255529755255,437.3666923076923,2425.127,2839.534
266,F,iy,158.837991155907,417.2564,2555.1601,3071.9736000000003
267,F,iy,193.78612013246183,393.8701428571428,2136.537428571429,2755.9345714285714
268,F,iy,169.91746580902122,482.5996,1851.161,2653.7672
269,F,iy,188.59762679129653,538.2139999999999,1946.525,2820.1358750000004
270,F,iy,199.47177852263104,492.4482,2302.8138000000004,2852.8261999999995
271,F,iy,208.81542876609095,472.7902,2049.889,2659.3018
272,F,iy,245.8545532993175,494.5321428571429,2390.956285714286,2923.505285714286
273,F,iy,202.77576873629727,453.8896666666667,2175.931111111111,2656.301111111111
274,F,iy,161.71687210948318,515.20425,2112.168375,2622.304625
275,F,iy,203.3873633066311,607.9155,2018.284333333333,2569.2045
276,F,iy,172.21883993510744,516.7667142857143,2176.9014285714284,2718.135
277,F,iy,249.44030224164752,513.8843333333333,2206.584,2939.5468333333333
278,F,iy,211.88408386614788,410.83633333333336,2407.988666666666,2814.6893333333333
279,F,iy,238.3969354927389,519.789625,2530.39925,3133.775625
280,F,iy,202.63754806685583,655.0208,1822.267,2214.0482
281,F,iy,212.8097674310195,478.29663157894737,2405.970105263158,2974.471631578947
282,F,iy,207.38597279378723,459.2444285714286,2501.2371428571428,3179.6984285714284
283,F,iy,205.66715352865123,470.8811111111111,1659.6813333333334,2620.777555555555
284,F,iy,259.87054045204894,417.6473333333334,2490.388,3052.061888888889
285,F,iy,194.92927931175973,488.7795454545454,2201.634909090909,2632.199
286,F,iy,211.08722694888564,516.9484444444445,2234.603333333333,3075.256555555556
287,F,iy,121.49833095328547,527.312923076923,2207.757769230769,2535.269461538461
288,F,iy,213.6700966804596,509.1959,2364.6693,3021.8071
289,F,iy,182.7724226444308,420.7973,2276.821,2764.862
290,F,iy,218.34031358344623,473.0093636363636,2515.872181818182,3043.276181818182
291,F,iy,172.09615361182173,395.0582,2173.9872,2717.275
292,F,iy,188.92296752719932,562.9687999999999,1895.3892,2243.903
293,F,iy,214.3374034975246,504.31475000000006,2118.063875,2638.725
294,F,iy,241.13546107759868,451.14366666666666,2033.8326666666665,2766.3413333333333
295,F,iy,161.71687210948318,475.1783333333333,1934.4143333333332,2922.1543333333334
296,F,iy,178.44617738575874,442.365,2427.9735,2962.5475
297,F,iy,209.86021513114005,442.1546363636364,2570.278,3107.994363636364
298,F,iy,231.37741373953955,474.1924285714286,2401.229,2806.389571428572
299,F,iy,191.874303819343,557.1658,2173.3539,2743.978
300,F,iy,212.57601081998143,493.3324666666667,2037.0388,2900.5927333333334
301,F,iy,223.30408856112084,486.3583333333333,2516.424666666667,2941.8001666666664
302,F,iy,202.47174582649285,441.429,2075.766857142857,2570.136
303,F,iy,183.88105280296145,515.2513333333334,2242.145666666667,2769.8276666666666
304,F,iy,203.89487567052532,477.8855714285715,2144.540285714286,2429.878285714286
305,F,iy,249.83983326224103,467.96566666666666,2403.876,2813.694166666666
306,F,iy,207.79368117296767,475.0305,2246.359875,2572.21975
307,F,iy,174.41165218579675,522.41625,2178.02825,2692.988625
308,F,iy,202.44888313709973,511.7687142857144,2473.0913571428573,3006.865285714285
309,F,iy,169.8513430776098,397.13069999999993,2214.5613000000003,2837.6458
310,F,iy,210.1975327348522,506.658,2084.44625,2738.254
311,F,iy,143.27711984711237,710.3742222222222,2409.273888888889,3086.478666666667
312,F,iy,186.1378129042648,521.21725,2095.9080000000004,2822.8835
313,F,iy,250.75210553994063,438.2542,2673.3982,2987.2992
314,F,iy,202.44888313709973,509.83775,2086.984125,2517.2401250000003
315,F,iy,168.794096851239,511.1296666666667,2163.1910000000003,2842.8145
316,F,iy,182.4018944658068,402.6241428571429,2206.973571428571,2740.918571428572
317,F,iy,202.70838191382083,530.3405000000001,2137.2035000000005,2763.4869166666667
318,F,iy,168.794096851239,504.510375,2325.42375,2926.9135
319,F,iy,193.62060133053347,574.074,2497.3880000000004,3133.1105
320,F,iy,199.89547148136063,469.02793333333335,2831.3252666666667,3617.4046
321,F,iy,194.70723606426307,659.5202999999999,2317.3307,2846.1040000000003
322,F,iy,209.5650466401493,427.2527999999999,2147.83388,2953.88216
323,F,iy,196.4818789846159,408.6512222222223,2778.761555555556,3217.1418888888893
324,F,iy,187.3943905510237,502.67555,2395.5179500000004,3103.0543499999994
325,F,iy,204.5421220619143,499.9192000000001,2541.1874,3157.4602
326,F,iy,200.21019230528725,407.7704444444445,2477.375111111111,2818.2977777777774
327,F,iy,202.4910930782845,460.597,2337.5723000000007,2932.2818999999995
328,F,iy,207.1688152171413,719.147,2780.69575,3390.327625
329,F,iy,196.20059257581204,550.7775714285715,2802.503571428572,3371.213285714286
330,F,iy,195.1297146726711,627.6552857142857,1913.816857142857,2305.478285714286
331,F,iy,178.24717542838474,485.3440833333334,2610.230625,3190.3880833333333
332,F,iy,196.9047988310462,424.915,2424.738142857143,2798.04
333,F,iy,148.6618734289537,350.7047857142857,2694.689142857143,3454.234571428572
334,F,iy,221.9654006205733,435.221,2010.45075,3035.81525
335,F,iy,213.5075339946284,466.9507272727273,2117.2764545454543,2860.636090909091
336,F,iy,180.7840780928617,638.1564000000001,2380.6856,3007.0986000000003
337,F,iy,230.2849074756488,472.06855555555546,2250.911111111111,2608.4022222222225
338,F,iy,207.7294377949614,470.33411111111104,2118.6343333333334,2878.172666666667
339,F,iy,234.2539692742684,473.00576923076926,2154.6106923076923,2632.4658461538465
340,F,iy,237.89410145403707,640.9683636363635,2582.883363636364,3160.915909090909
341,F,iy,195.78528310917935,570.7791666666667,2285.511,2978.072
342,F,iy,189.4875286365825,483.222125,1902.848375,2593.753
343,F,iy,192.8226841877936,458.1530000000001,2386.288,2706.546
344,F,iy,205.8824629727274,602.7819999999999,2233.1645000000003,3067.4593750000004
345,F,iy,228.1588754257335,614.7494,2874.399699999999,3327.5113000000006
346,F,iy,206.68005875257847,383.57319999999993,2325.606733333333,2962.2872
347,F,iy,209.5650466401493,496.1410000000001,2467.7404285714288,3091.556
348,F,iy,199.2065772281945,530.5361666666666,2395.500166666667,3200.27
349,F,iy,189.85363133061645,375.9412,2312.0581,2725.8581
350,F,iy,218.5553439658121,530.5497142857143,2293.574,2720.182285714286
351,F,iy,234.1905056504552,519.3976111111111,2497.246222222222,3016.388333333333
352,F,iy,199.04282604843596,435.407,1830.2271111111115,2469.055
353,F,iy,196.49742780334927,441.16100000000006,2236.055,2709.763571428572
354,F,iy,211.64214717089376,426.0820000000001,2613.162857142857,3177.372142857143
355,F,iy,202.7039010796462,442.601,2669.4397272727274,3167.1185454545457
356,F,iy,222.3681813034532,501.4665999999999,1815.6082,2252.2452000000003
357,F,iy,240.58397341551537,508.62871428571424,2110.559285714286,3247.870714285714
358,F,iy,166.93796426410853,534.7619333333333,2297.8362,3164.320866666667
359,F,iy,186.91327992947893,443.700875,2344.249375,3131.08775
360,F,iy,207.17071474714515,555.3177499999999,2575.0065,2998.435
361,F,iy,203.3962865955863,588.3882,2097.7267999999995,2796.8686
362,F,iy,171.2057245108816,414.3634615384615,1857.7682307692307,2290.879846153846
363,F,iy,193.19097170669505,583.9434285714285,2336.1771428571424,2903.284
364,F,iy,227.97388173976884,446.78442857142846,2713.1594761904767,3159.97719047619
365,F,iy,177.0804700852994,429.3808571428572,2474.4262857142858,2945.5327142857145
366,F,iy,230.9687665846564,487.7547,2211.3885,2868.2016
367,F,iy,172.897002927635,476.9385,2517.3970000000004,3013.377125
368,F,iy,268.84150690572227,566.4172727272727,1915.7914545454544,2721.2850909090907
369,F,iy,264.4901581686199,468.170125,2371.824125,2969.181
370,F,iy,228.1588754257335,445.12057142857145,2354.6432857142854,2728.974285714285
371,F,iy,214.82448008702852,475.6371428571428,2460.9785714285717,2907.999428571429
372,F,iy,193.41154893464437,485.0887777777777,2170.0094444444444,3010.1975555555555
373,F,iy,196.2110386973153,669.4096153846153,2482.8967692307688,2903.7096153846146
374,F,iy,204.3897856981232,511.323,2501.3381999999992,3115.340066666666
375,F,iy,189.719769959636,509.9062857142857,2037.443142857143,2408.6618571428567
376,F,iy,195.28783561227695,423.1546,2201.1328000000003,2792.4590000000003
377,F,iy,207.7294377949614,407.2356249999999,1973.06975,2302.36425
378,F,iy,184.55223007528068,473.6398333333333,2598.7975,3286.9106666666667
