idx,person,sex,phone,pitch_praat,f1_org_praat,f2_org_praat,f3_org_praat
43,MDCM0,M,iy,115.29388001454213,600.1055833333334,2200.433916666667,2827.984833333334
44,MWAR0,M,iy,135.30325310814234,476.3904666666666,2201.9702,2738.238599999999
45,MJBG0,M,iy,115.46272309421978,455.2323333333334,2285.578333333334,2889.7513333333327
46,MRKO0,M,iy,123.49946402416346,411.9890833333333,2170.87375,2639.6816666666664
47,MJRG0,M,iy,89.21615421888505,424.5598,1727.1679,2705.287
48,MMEA0,M,iy,102.07737300048623,705.3430000000001,2385.34,2999.6756
49,MGRP0,M,iy,158.49016699961433,523.5383571428572,1584.303642857143,2528.7079285714285
50,MMEA0,M,iy,105.42235135482404,554.0151666666666,2099.248333333333,2976.223833333333
51,MHBS0,M,iy,99.717765936921,408.28725,2119.925875,2830.4328750000004
52,MTJU0,M,iy,109.8366809293154,501.5836153846154,2266.5025384615383,2605.842692307692
53,MMAB1,M,iy,105.81527842811566,285.31850000000003,1982.168375,2512.463
54,MEWM0,M,iy,126.11664557419957,595.5576666666667,2194.860333333333,3188.6494999999995
55,MRES0,M,iy,130.65027463003477,410.12188888888886,2125.628333333333,2827.129888888888
56,MRAB1,M,iy,128.59952470522165,504.2851176470588,2067.522764705882,2858.897176470589
57,MKLW0,M,iy,110.4332882390123,367.05466666666666,2190.8151666666668,2747.1633333333334
58,MPRB0,M,iy,107.1975910629135,379.0628571428571,2168.717,2796.949
59,MHMG0,M,iy,137.8568277912413,627.1056666666667,1657.9066666666668,2442.388833333333
60,MILB0,M,iy,130.93573663598622,393.34825,2056.07975,2408.6375
61,MKXL0,M,iy,106.32907261363027,468.0990909090909,1946.166909090909,2325.567090909091
62,MDLB0,M,iy,117.59471348549324,403.7678,1869.5604,2572.1996
63,MRHL0,M,iy,128.2836975296617,354.4084285714286,2162.6347142857144,2863.984
64,MWSB0,M,iy,99.16551318017422,263.19,2129.161090909091,2749.0587272727275
65,MSMC0,M,iy,129.66211056227763,327.35966666666667,2138.7681999999995,3093.6791333333326
66,MBJV0,M,iy,107.44966315459486,404.762125,1899.691375,2589.457625
67,MHXL0,M,iy,139.99624362957516,557.0519166666666,2137.762583333333,2710.83175
68,MKLS0,M,iy,122.072712150357,393.7986,2180.5233,2911.5958
69,MMDB0,M,iy,119.31205562101324,377.8671428571428,2192.5824285714284,2759.755285714286
70,MWEM0,M,iy,125.95240613831086,390.57633333333337,2151.481555555556,2745.1862222222226
71,MRAI0,M,iy,108.27671519795548,325.00044444444444,2046.0349629629632,2765.187592592593
72,MMDB0,M,iy,115.97733385703192,603.9685,2301.08125,2791.3318750000003
73,MWAC0,M,iy,129.637780071312,520.5321666666665,1995.1808333333336,2879.868
74,MCLM0,M,iy,132.86236711492953,355.6908,1899.8378,2400.1344
75,MBJV0,M,iy,110.54112774216333,823.1975000000001,1832.5853333333328,2509.105
76,MMXS0,M,iy,142.8976952752511,366.3774285714285,2474.5175714285715,2803.8307142857147
77,MJSR0,M,iy,177.8121534979955,411.4661249999999,2399.5974375000005,3033.6540625
78,MHMR0,M,iy,176.1389654321018,377.18000000000006,1825.4083636363632,2256.623181818182
79,MRDD0,M,iy,97.6511019938624,526.2421,2072.6296,2743.8491000000004
80,MSAH1,M,iy,131.17857065163497,362.8694285714286,2285.6027142857142,2661.898571428571
81,MKAM0,M,iy,111.97325990141096,537.7575555555555,2006.9560000000004,2612.2343333333333
82,MBMA0,M,iy,113.50613867358976,329.53286363636363,2146.9611818181816,2831.859181818182
83,MARW0,M,iy,154.20433014868388,408.84675,1738.2769999999998,2525.942375
84,MRML0,M,iy,92.16441116181193,861.9208000000001,1568.4729000000002,2730.7399
85,MHBS0,M,iy,102.64282851406185,382.72585714285714,2149.203857142857,2718.713142857144
86,MCTT0,M,iy,120.61301633985616,346.38553846153843,2082.941538461538,2704.901615384616
87,MDLR0,M,iy,105.64728017748598,403.128,1836.0113333333327,2316.127
88,MBML0,M,iy,100.48873916512554,426.4438,1857.5734,2440.5788
89,MRGG0,M,iy,113.984385593953,312.5673333333333,2152.9863333333333,2792.264733333333
90,MSEM1,M,iy,98.99294282916584,2174.546363636364,2730.7958181818185,3368.762272727273
91,MREM0,M,iy,91.94139706123796,767.0707142857143,2133.302142857143,2812.0008571428566
92,MCLK0,M,iy,128.03338401855237,451.2197,2191.9638000000004,2773.8488
93,MBWP0,M,iy,111.7860708528526,382.7453076923077,1950.691,2656.6532307692305
94,MDLM0,M,iy,111.71280582370102,579.66,1867.3832857142856,2340.62
95,MMAB0,M,iy,112.14370412314268,460.7686,2016.0432,2392.105
96,MRJR0,M,iy,142.79915400213395,456.8031666666666,1960.24,2824.3745000000004
97,MSMR0,M,iy,167.43535718264638,648.7317999999999,2291.011,2777.224
98,MDPK0,M,iy,104.94308443081384,364.7681818181818,2223.4845454545457,2663.923
99,MADC0,M,iy,110.55157800168692,666.7190909090909,2008.5131818181812,2793.313818181818
100,MZMB0,M,iy,102.20330271307716,456.2683333333334,1926.6766666666665,2363.259833333333
101,MJEB1,M,iy,124.0953432244174,654.61,1739.7023333333334,2714.2273333333333
102,MRCS0,M,iy,126.46988778505208,431.5227,2111.7158,2721.4902
103,MSMC0,M,iy,132.01533358432297,464.7412000000001,1882.9964,2726.9052
104,MTPF0,M,iy,115.50214300061972,414.346,2252.545333333333,2583.976
105,MJRK0,M,iy,104.37881415315996,494.8702222222221,2176.738333333333,2833.0438888888893
106,MJWT0,M,iy,130.00530085800713,458.5468181818182,2057.2874545454542,2676.4911818181813
107,MDLB0,M,iy,118.24224522694804,512.3229090909091,2395.555272727273,2856.0966363636367
108,MJDG0,M,iy,124.53167878339627,433.0621666666666,2251.6893333333333,3104.9971666666665
109,MCLM0,M,iy,127.89313492403907,385.365,1872.7174,2364.9240000000004
110,MCEM0,M,iy,91.8108426770918,757.0051111111111,1452.7813333333334,2452.405333333333
111,MRPP0,M,iy,91.66535716539376,610.7219166666667,2207.3174166666668,2776.16825
112,MKRG0,M,iy,95.93185766779447,381.2784285714285,1852.949857142857,2601.0642857142857
113,MJHI0,M,iy,96.21651990370984,1138.0806666666667,1917.138,2280.7736666666665
114,MTKP0,M,iy,127.195217601623,398.295,1978.354,2517.8356
115,MRJM1,M,iy,129.70495875452062,464.6232,2143.6714,2584.9609
116,MMAG0,M,iy,103.74788951963254,490.25181818181824,2250.8451818181816,2681.155181818181
117,MDVC0,M,iy,117.55587117606213,418.4904444444444,1867.1253333333332,2450.6312222222223
118,MJES0,M,iy,108.98215727119008,435.3431428571429,1826.5805714285716,2756.2917142857145
119,MESG0,M,iy,104.18281385036492,400.65475,1820.344,2717.17475
120,MJTH0,M,iy,101.72380823186916,491.955375,2166.275125,2878.1643750000003
121,MPRB0,M,iy,107.1975910629135,366.9393333333333,2151.4395,2678.825166666667
122,MADD0,M,iy,126.1172908533276,386.0772857142857,2163.209571428571,2569.2687142857144
123,MCTH0,M,iy,106.54999825803364,454.9405833333333,1764.5535000000002,2388.429833333333
124,MKRG0,M,iy,102.63000551847662,486.7336666666667,2403.438,3082.6293333333333
125,MPRT0,M,iy,101.02600460348914,491.5568999999999,1515.6092,2518.205700000001
126,MDTB0,M,iy,110.56704062952808,388.8525,1981.6002,2759.5033
127,MWAC0,M,iy,134.51088245390602,481.8936,2012.2218,3118.7395
128,MRWS0,M,iy,115.53824582137744,507.5293333333333,1983.4571111111109,2705.9881111111117
129,MMAA0,M,iy,147.29117896616543,355.293,2262.469125,2698.7115
130,MNTW0,M,iy,140.4952807528437,454.0852777777778,1829.784,2676.2774444444444
131,MCHL0,M,iy,136.8482581277438,400.17264705882354,2099.2684705882352,2758.4477647058825
132,MMDM1,M,iy,126.5627861435121,586.1578571428572,2290.637714285714,3060.2501428571427
133,MRJM0,M,iy,138.6262242907348,460.819,1853.62375,2268.9280000000003
134,MESJ0,M,iy,135.4831962683386,416.6523333333334,1717.9043333333334,2728.459444444444
135,MTJM0,M,iy,119.58606505461093,419.040375,1885.394875,2447.6815
136,MJVW0,M,iy,133.96707882216526,378.4355,1753.0212,2251.0244
137,MSFH1,M,iy,112.6699352755605,405.3188571428572,2118.4778571428574,2615.760142857143
138,MRJT0,M,iy,96.8175650994797,589.1310000000001,1968.84275,2470.163375
139,MBDG0,M,iy,119.25650033874462,474.6574,1956.469,2387.969
140,MPLB0,M,iy,106.87185192119787,412.7289999999999,1818.542,2380.2242727272733
141,MJRA0,M,iy,123.1668714246954,366.30033333333336,1966.0345,2624.231166666667
142,MBTH0,M,iy,132.2796524020388,390.75025,1829.46875,2493.3505
143,MVRW0,M,iy,127.39123805762934,421.3133333333333,1996.7535,2592.0015
144,MRBC0,M,iy,127.45047588590268,473.75683333333336,1879.5445,2624.273333333333
145,MCDC0,M,iy,96.51220465248772,413.3755,2186.948875,3061.800875
146,MJSR0,M,iy,182.13876208460923,434.9098461538461,2131.534307692308,2563.688076923077
147,MJMA0,M,iy,151.8385464821947,473.4752,1942.5387,2481.4468
148,MMWB0,M,iy,141.35359611835605,453.8893529411764,2106.460764705883,2712.695705882353
149,MMDB0,M,iy,119.68361963043075,471.621,1833.9556666666665,2427.3155555555554
150,MKAH0,M,iy,139.80281071303216,595.2333636363636,2050.2462727272728,2394.699
151,MTJS0,M,iy,142.75427934273873,429.9193333333333,1971.097,2482.04675
152,MRLK0,M,iy,101.61695673907737,431.5305,1775.9235833333332,2466.5485833333337
153,MJLN0,M,iy,103.86764023867302,350.2319166666666,2283.067083333334,2997.2268333333336
154,MMDG0,M,iy,102.0138227520403,367.444375,2088.27625,2628.3305
155,MTLC0,M,iy,98.19358427621492,392.2126666666666,2290.233,2960.463666666667
156,MBWM0,M,iy,112.7639448768434,248.8728333333333,1920.4328333333333,2403.9725
157,MJAR0,M,iy,158.03688692595625,362.3777,2079.1471,2773.5092
158,MRJM4,M,iy,98.16637843902052,479.564,2135.351,2630.3431111111117
159,MDWH0,M,iy,111.64399014768802,410.4895,2503.366375,3253.5972500000003
160,MWEM0,M,iy,144.0027628146181,408.8235454545454,1972.8005454545455,2743.777818181818
161,MMAG0,M,iy,104.90068872973444,473.68975,2387.976333333333,2825.744666666666
162,MTJU0,M,iy,146.81789537781066,1477.3507857142856,2498.2475714285715,3132.877571428572
163,MRAM0,M,iy,118.98314453739027,450.0813333333333,1623.8137777777777,2168.8324444444447
164,MRWS1,M,iy,112.51624648788666,405.8295833333334,1818.2263333333333,2379.382583333333
165,MDCM0,M,iy,95.76914524368762,597.4278571428571,2181.274857142857,2881.491785714286
166,MDBB0,M,iy,174.92064621189115,382.246,2321.5,2909.1824000000006
167,MJWS0,M,iy,171.5980520533445,455.995375,1812.035625,2591.581
168,MPMB0,M,iy,153.23814020270643,405.96318181818174,2272.5789090909093,2971.323272727273
169,MSTF0,M,iy,131.29987002034065,487.8931999999999,1495.9942,2610.4253
170,MRJR0,M,iy,138.30175624330278,342.8736428571429,2373.2985000000003,3213.0637142857145
171,MTLC0,M,iy,92.1419800462606,408.037125,2119.038125,2638.819625
172,MTAT0,M,iy,129.2133247112607,487.7696000000001,2121.1703999999995,2748.0223
173,MDLR1,M,iy,115.08794020078112,387.3855,2003.198125,2447.0722499999997
174,MMDM2,M,iy,95.3371867670154,429.4002222222222,1775.2445555555555,2477.0145555555555
175,MBCG0,M,iy,118.45300859945262,491.5498571428571,1778.2658571428572,2812.746857142857
176,MMDM0,M,iy,95.57813051371042,433.231,1810.5908333333332,2645.4485
177,MJJG0,M,iy,123.7271658405504,357.4780625000001,2128.1599375,2898.443125
178,MTAS1,M,iy,131.61623719822828,374.7188333333333,2364.417416666666,3076.511
179,MZMB0,M,iy,103.33230955414002,368.955125,2083.066375,2721.986
180,MJXL0,M,iy,105.8066447530448,478.6635714285714,1979.954,2535.2422857142856
181,MMDM2,M,iy,94.10605991989848,551.9211666666666,2115.2168333333334,2747.0368333333336
182,MESD0,M,iy,96.07329822716513,413.5901428571429,1962.0294285714283,2619.6320000000005
183,MBJV0,M,iy,110.54112774216333,355.8468888888888,2149.7775555555554,2691.072666666667
184,MAPV0,M,iy,112.45951399981124,413.4268888888889,1981.6045555555556,2472.939888888889
185,MPAB0,M,iy,209.3186408869344,464.7821666666667,2208.51,2831.5514166666667
186,MSLB0,M,iy,127.9464161511698,512.684,1858.1848571428573,2279.493142857142
187,MSJS1,M,iy,116.15690265894008,399.3793333333333,1768.720833333333,2534.5063333333333
188,MARC0,M,iy,144.99052871584425,368.509,2016.216,2656.8861666666667
189,MTER0,M,iy,145.35873665852895,1429.1858333333332,2218.585666666667,3059.1096666666667
190,MTJU0,M,iy,141.0855133975605,311.6547777777778,2324.8167777777776,3109.210222222222
191,MDLS0,M,iy,126.9816605699572,411.5063684210527,2168.3139473684214,2930.777947368422
192,MDEM0,M,iy,156.623066589453,440.21737500000006,1954.220125,2606.490625
193,MEJL0,M,iy,134.2279327350314,413.96777777777777,2169.676555555556,2904.7564444444447
194,MSAT1,M,iy,118.19645365456464,515.9541000000002,2049.0412,2869.5734
195,MMEB0,M,iy,109.9960943776347,589.199,1843.6547142857144,2312.7988571428573
196,MNET0,M,iy,110.04950984585297,508.455,1840.981125,2580.416375
197,MLNT0,M,iy,100.93278400468824,310.922125,2274.601,2716.02
198,MMVP0,M,iy,119.44962207559011,409.3521111111111,1979.8263333333332,2485.232111111111
199,MREE0,M,iy,110.05191893776554,479.164,1861.4375555555555,2448.253555555555
200,FMJF0,F,iy,243.54846989150607,508.76628571428574,2599.152142857143,3047.4687142857147
201,FHES0,F,iy,226.5239181667528,490.7308333333333,2632.922833333333,3018.0605
202,FVFB0,F,iy,166.7436212673242,551.6398571428572,2476.5704285714287,3107.649428571429
203,FGRW0,F,iy,194.14140442742837,453.2102499999999,2053.3860833333333,2535.2304166666668
204,FJAS0,F,iy,186.8157366024132,428.46066666666667,2392.2451666666666,2812.038499999999
205,FTBR0,F,iy,180.82197444369692,411.8546666666666,2576.259,2863.636
206,FCFT0,F,iy,217.78686815498452,633.1913333333333,2581.2638888888887,3086.609555555556
207,FSMM0,F,iy,237.7842539764807,501.61,2007.4841111111111,2751.2346666666667
208,FBAS0,F,iy,179.62715546577587,624.1443636363638,2627.5898181818184,3340.651636363636
209,FSJG0,F,iy,211.4026596601129,439.674,2040.08775,2620.5855
210,FEDW0,F,iy,173.1519703150098,448.1451,2522.9062000000004,2941.8973
211,FDAS1,F,iy,186.1378129042648,566.8582857142857,2132.0465714285715,2716.888
212,FLAS0,F,iy,136.2316230820758,598.09375,1869.2775,2782.37
213,FEAR0,F,iy,179.7939415865797,411.4699090909091,2116.705727272727,2483.963363636364
214,FCKE0,F,iy,202.96603036319007,431.4511428571428,1992.5742857142852,2767.368142857143
215,FKSR0,F,iy,210.7443706012725,478.0915714285714,2457.394285714286,2685.1648571428573
216,FSGF0,F,iy,217.4029305785766,504.11635000000007,2209.87125,3063.89545
217,FLBW0,F,iy,194.8135774403056,525.1466,1813.1641,2686.733
218,FAJW0,F,iy,186.91327992947893,443.700875,2344.249375,3131.08775
219,FKDW0,F,iy,265.4856794669186,473.353,2579.5584000000003,3265.7580000000003
220,FSKP0,F,iy,218.31909768587107,507.0704,2076.1654666666664,2719.8899333333325
221,FMCM0,F,iy,191.19219796147536,520.8885,2519.545666666667,2942.0219999999995
222,FTMG0,F,iy,196.8252363253561,538.2148571428571,1933.179142857143,2599.801857142857
223,FLKD0,F,iy,187.57420689932795,496.0346666666667,1900.493555555556,2901.333
224,FEAR0,F,iy,179.7939415865797,396.3124,2307.6362,2681.094
225,FDML0,F,iy,184.4002278108914,526.7314,2071.312,2727.4506
226,FSKL0,F,iy,189.1896488243564,498.8026000000001,2183.0256,2831.6278
227,FCDR1,F,iy,188.28341047006157,411.7334285714286,1955.956142857143,2336.687857142857
228,FDJH0,F,iy,260.66923641430463,569.027875,2145.0475,2882.465125
229,FSXA0,F,iy,168.27894675697237,448.6008695652173,2076.7543478260877,2682.9385217391305
230,FSMA0,F,iy,212.37248688289023,437.1167692307693,2172.8386153846154,2693.299692307693
231,FSKC0,F,iy,165.24285464007306,587.9649999999999,2359.614,2865.7784444444446
232,FKDW0,F,iy,264.4901581686199,468.170125,2371.824125,2969.181
233,FKFB0,F,iy,210.0082895793614,523.9843333333333,2474.948888888889,2971.5536666666667
234,FEDW0,F,iy,189.07383184782287,458.3994,2239.2794000000004,2660.3847
235,FDMY0,F,iy,190.5474537899987,407.0468181818181,2367.1020909090907,2952.556272727273
236,FADG0,F,iy,241.1167689249816,418.8733333333333,2359.463,3102.078833333333
237,FCAL1,F,iy,179.6473022743559,527.8685714285714,2217.5187142857144,2780.136
238,FPLS0,F,iy,220.506923359444,465.873,2255.022833333333,2564.1723333333334
239,FVKB0,F,iy,202.37324007448976,482.18175,2325.0845000000004,2754.152125
240,FSKL0,F,iy,202.29829269227488,549.506875,2206.829375,2750.3473750000003
241,FALR0,F,iy,209.9693566244456,442.1110000000001,2102.8326,2642.7266
242,FTLH0,F,iy,176.58948434485976,510.1967,2477.4172,3079.7713000000003
243,FMML0,F,iy,177.5035714138563,486.867625,2636.851,3201.085
244,FMMH0,F,iy,193.17397163688332,387.4412,2552.7413,3211.1318
245,FPAD0,F,iy,238.60855410049624,465.7416,2145.5926,2791.5924
246,FAWF0,F,iy,198.569161199371,412.8145,2272.233333333333,2528.1276666666668
247,FDRW0,F,iy,182.88382460571532,425.4632222222223,2132.792777777778,2828.537666666666
248,FLAC0,F,iy,213.93017147999467,489.73675,2445.591083333333,3020.6856666666667
249,FLMK0,F,iy,231.37741373953955,516.8117777777777,2809.023333333333,3323.5376666666666
250,FLET0,F,iy,236.26150794291544,397.9086666666667,2799.571416666667,3086.4726666666666
251,FEME0,F,iy,142.15182797915838,465.9352857142857,2123.359571428572,2715.0398571428573
252,FSBK0,F,iy,253.85610574653344,582.7864285714287,2638.0485714285714,3218.3447142857144
253,FAPB0,F,iy,180.82662629975349,562.9009166666666,2219.9192500000004,2494.5355000000004
254,FDRW0,F,iy,197.7330798450124,432.042375,2481.034875,3086.635
255,FLAC0,F,iy,210.06690249420916,460.0855714285714,2065.030714285714,2493.726
256,FMMH0,F,iy,195.0446880154923,498.8735454545456,2558.896363636364,3064.445
257,FCKE0,F,iy,205.8177768518048,407.2475,2181.7956666666664,3010.656666666667
258,FDRW0,F,iy,186.1933837733126,457.54316666666665,2354.824,2921.9555
259,FCAJ0,F,iy,190.54455308663665,400.1534285714287,2644.831857142857,3250.5301428571424
260,FCKE0,F,iy,205.8177768518048,427.644,2064.0085000000004,2449.831125
261,FKKH0,F,iy,204.0070335741241,444.2338888888889,2382.690222222222,2771.556
262,FDAS1,F,iy,186.1378129042648,604.674,2137.7468,2761.1936
263,FCRH0,F,iy,208.54381846538536,503.5463571428572,2299.938571428572,3009.2827857142847
264,FSSB0,F,iy,169.9194230296974,577.7961818181818,2068.4391818181816,2592.496363636364
265,FSBK0,F,iy,219.3683436769375,550.8199999999999,2469.9607000000005,3059.5419
266,FAJW0,F,iy,175.0383594756443,473.9856363636364,2300.325636363636,3025.9240000000004
267,FLOD0,F,iy,172.21883993510744,523.6318,1816.0046,2705.4362
268,FDTD0,F,iy,194.7218156114426,498.0727142857143,2722.366285714286,3545.662285714286
269,FLMC0,F,iy,196.4727381933483,453.99216666666666,2495.2205,2981.480833333333
270,FSEM0,F,iy,253.3738448995179,459.9980000000001,2503.543416666667,3284.5537500000005
271,FLBW0,F,iy,213.1693003952672,511.7522222222221,2141.132666666667,2840.985777777778
272,FPAC0,F,iy,200.21875031297844,531.7312999999999,2367.8673,3019.6916
273,FDTD0,F,iy,210.1492809326249,499.215375,2518.777875,3300.81925
274,FRAM1,F,iy,217.2477668857904,576.3054444444444,2697.481388888889,3345.5730000000003
275,FSMA0,F,iy,201.14003869606287,485.2163333333333,2251.416833333333,2806.5945
276,FREH0,F,iy,191.6194866379897,652.25725,2703.160375,3356.54325
277,FLHD0,F,iy,199.824223202764,510.45025,2366.999,2746.97875
278,FSSB0,F,iy,196.53223239272737,419.545,2461.508384615385,2974.29673076923
279,FKLH0,F,iy,261.6293623365248,500.8032999999999,2634.9802000000004,3275.8406
280,FHLM0,F,iy,196.71655919805127,369.4456,2474.1668,2880.6968
281,FEEH0,F,iy,243.91084778680843,547.295909090909,2190.205909090909,2733.196727272727
282,FRJB0,F,iy,200.21019230528725,381.2108333333333,2791.3625000000006,3322.3886666666663
283,FMGD0,F,iy,177.10288649791204,405.8125,2332.5835,2652.2166666666667
284,FCKE0,F,iy,193.78612013246183,393.8701428571428,2136.537428571429,2755.9345714285714
285,FBCG1,F,iy,217.13576507712656,525.0970952380952,2429.375428571429,3017.233380952381
286,FKAA0,F,iy,192.29223251613564,420.532875,2317.304375,3087.85375
287,FSBK0,F,iy,238.3969354927389,519.789625,2530.39925,3133.775625
288,FKAA0,F,iy,206.6371180748518,491.1520909090908,2530.972454545454,3293.814545454545
289,FJRE0,F,iy,188.46668272964757,475.44388888888886,2191.6766666666667,2786.8761111111107
290,FSJG0,F,iy,227.10624234077773,481.5886470588234,2577.103588235294,3086.393470588236
291,FLMC0,F,iy,188.92296752719932,476.2934,2536.9308,2974.6916
292,FJSK0,F,iy,192.13928681241472,463.2911666666666,2317.0336666666667,2974.409
293,FLET0,F,iy,226.83421523106225,479.12228571428574,2542.4700000000003,3265.9712857142854
294,FLKD0,F,iy,206.68005875257847,383.57319999999993,2325.606733333333,2962.2872
295,FKDW0,F,iy,254.7832758046672,413.9551666666666,2340.589333333333,2601.8125
296,FDKN0,F,iy,197.6006709759051,446.883625,2082.075125,2439.94825
297,FSSB0,F,iy,183.2375963998793,512.5785,1875.129,2229.998125
298,FBAS0,F,iy,143.27711984711237,562.6224666666666,1985.4359333333332,2678.417266666666
299,FMJB0,F,iy,201.8353582631905,435.37840000000006,2220.4736500000004,2748.84545
300,FBCH0,F,iy,212.41866870988991,513.0361,2001.5081,2877.0359
301,FSRH0,F,iy,201.68181640587315,487.52400000000006,2335.1275,2997.991
302,FBAS0,F,iy,170.14658420038597,524.9891875000001,1965.201875,2938.5648125000007
303,FGCS0,F,iy,223.89996916063933,655.0918571428572,2409.416857142857,3017.3224285714286
304,FSGF0,F,iy,210.05934125560768,486.49828571428577,1922.3085714285717,2638.8314285714287
305,FJLR0,F,iy,215.4058074714961,471.608,2193.235857142857,2885.1587142857143
306,FSBK0,F,iy,251.4288066433888,506.1637777777778,2640.8895555555555,3275.9944444444445
307,FSAH0,F,iy,182.89171358804043,432.88,2368.4496,3030.9448
308,FEAR0,F,iy,179.74226855063853,491.2105,2276.20875,2503.605875
309,FLJG0,F,iy,173.15304060110728,600.643142857143,2044.1135714285715,2444.1490000000003
310,FRLL0,F,iy,252.3774020269838,452.28757142857137,2545.102,2864.427285714286
311,FLET0,F,iy,212.99053199290623,414.9925,2277.95175,2933.666
312,FMCM0,F,iy,206.8839094924295,434.9167777777777,2365.805666666666,2966.318888888889
313,FCDR1,F,iy,187.4485047923364,424.4275555555556,2514.452666666666,2902.316111111111
314,FMJU0,F,iy,196.67584886719365,471.5298333333333,2400.53,2736.213833333333
315,FMML0,F,iy,205.6194850848752,606.3417999999999,2343.5546,3005.282200000001
316,FKDW0,F,iy,259.87054045204894,417.6473333333334,2490.388,3052.061888888889
317,FDXW0,F,iy,189.7675663043159,422.09114285714287,2050.880571428572,2723.235285714286
318,FNKL0,F,iy,200.1690162528698,596.9477499999999,1986.150375,2335.049625
319,FVFB0,F,iy,182.2113504563438,672.108,2001.0896666666667,2781.0596666666665
320,FASW0,F,iy,125.64772633063708,486.6368461538461,2650.135538461538,3061.309846153846
321,FDNC0,F,iy,208.8264478175205,443.1995714285714,2560.945,3260.2649999999994
322,FPKT0,F,iy,227.94992699610088,558.6029230769232,2468.6183846153845,2971.509307692308
323,FCRH0,F,iy,210.6720904287542,433.52588235294127,2790.023882352941,3420.084647058823
324,FGRW0,F,iy,192.22508568740727,453.3397272727272,2339.402090909091,2995.1057272727267
325,FCMH0,F,iy,169.8513430776098,672.5297499999999,2546.173,3069.029875
