idx,person,sex,phone,pitch_praat,f1_org_praat,f2_org_praat,f3_org_praat
27,MLSH0,M,iy,142.82671131540465,410.4729,1949.0165,2500.781
28,MRWS0,M,iy,109.4204970248284,458.4312,1972.2974,2714.8066
29,MTDT0,M,iy,124.09680712701434,465.1893999999999,1959.3564,2532.7474
30,MWAC0,M,iy,142.9912778349192,384.530125,2223.5775000000003,3423.505
31,MESG0,M,iy,105.09436001038932,429.2202222222223,1935.105,2770.958444444445
32,MRSO0,M,iy,115.34483943975115,441.4797142857143,1817.8698571428567,2332.709142857143
33,MJDH0,M,iy,125.22661276875397,427.2129,2085.7823,2637.4418
34,MMCC0,M,iy,125.82470364417644,442.3067142857144,1592.178857142857,2810.565285714286
35,MSAS0,M,iy,118.57393618271225,557.3435000000001,1804.3361666666667,2259.0454166666664
36,MABW0,M,iy,126.84113630040451,498.43675,2076.93925,2564.86175
37,MJDH0,M,iy,127.62037112708772,1463.7006,2547.2016000000003,3190.0882
38,MJDE0,M,iy,127.257157323333,422.7396666666668,1973.9132500000003,2494.0695
39,MFRM0,M,iy,120.53066080681502,358.13016666666664,2007.961,2880.6469999999995
40,MKJO0,M,iy,136.59889487925057,313.9767142857143,2114.756142857143,2591.020428571429
41,MJMD0,M,iy,112.40409882077326,404.7066,2056.8800999999994,2673.9271
42,MBNS0,M,iy,115.00274090044262,380.6941428571428,1886.2105714285717,2423.5125714285714
43,MRPC1,M,iy,104.48282299478922,499.7703333333334,2064.730666666667,2634.977833333333
44,MKDT0,M,iy,119.5926974106228,469.7335,1927.7223333333327,2590.8536666666664
45,MWEM0,M,iy,129.92677958836842,368.433,2322.4655625,2779.6333125
46,MGMM0,M,iy,126.56961776677956,1382.9422,2265.932,3128.9778
47,MTPF0,M,iy,104.4275665466454,426.26200000000006,1779.20975,2475.60675
48,MWBT0,M,iy,107.5290697741198,399.0448,2087.3232000000003,2644.0943
49,MRWA0,M,iy,148.6046222391659,468.6471428571429,1957.2997142857143,2469.61
50,MRPC1,M,iy,112.0505689918042,520.7026,2126.9072,2668.4842
51,MDAC0,M,iy,123.66119788900208,495.4452,1816.4966,2388.6164
52,MGWT0,M,iy,129.70980391157323,521.1322727272726,2004.929,2521.201181818182
53,MDNS0,M,iy,118.58041036703372,387.3415384615385,2219.7004615384617,2744.9488461538463
54,MMJB1,M,iy,110.565752252262,434.8398571428571,2005.6388571428572,2692.889857142857
55,MBCG0,M,iy,118.45300859945262,491.5498571428571,1778.2658571428572,2812.746857142857
56,MKDT0,M,iy,125.04222450334282,356.0044000000001,1989.5822,2569.5543
57,MMJB1,M,iy,109.21663696376382,535.8191666666668,2138.322,2653.6006666666667
58,MPSW0,M,iy,130.3586194998059,415.5995714285714,2103.0461428571425,2762.837142857143
59,MSJK0,M,iy,106.12965333530416,362.083125,2217.78825,2869.3898750000003
60,MMDB0,M,iy,115.66795199570184,677.855,2069.847333333333,2537.471
61,MDTB0,M,iy,120.77777981044612,792.6395555555555,1940.8033333333328,2766.9185555555546
62,MAJC0,M,iy,119.41674209612312,393.43875,1894.183875,2893.60175
63,MTLC0,M,iy,94.92085441432889,478.9065000000001,1995.876166666667,2448.132
64,MSMC0,M,iy,131.537745548505,407.88644444444446,2237.5855555555554,2922.956777777778
65,MBCG0,M,iy,110.0869002644664,417.7087,1954.793,2684.9620000000004
66,MPDF0,M,iy,112.88509987002293,565.4105,1964.397,2405.2719999999995
67,MTJM0,M,iy,121.8257791109911,445.44475,1597.9860833333337,2400.9020833333334
68,MDVC0,M,iy,120.5367552935308,424.1605,2077.354625,2733.55775
69,MRJT0,M,iy,96.8175650994797,589.1310000000001,1968.84275,2470.163375
70,MCLK0,M,iy,130.3761456482613,413.8832727272727,2017.252,2858.692727272728
71,MSTF0,M,iy,130.95441500409757,449.23766666666666,2113.647833333333,2695.974166666667
72,MSFV0,M,iy,99.4270668958426,599.2316666666667,2106.387166666667,2630.9848333333334
73,MTPP0,M,iy,102.77387126372858,1483.733285714286,2705.832142857143,3459.121
74,MSDS0,M,iy,160.75244180049293,582.5495555555556,2026.5421111111111,2716.9226666666664
75,MDSC0,M,iy,113.8307262440459,428.8467692307692,1901.7546153846151,2423.374923076923
76,MPGL0,M,iy,124.53657667156976,391.1063333333333,2082.382444444445,2646.1046666666666
77,MPGR1,M,iy,104.430173176851,400.1268571428572,1908.9858571428572,2311.161714285714
78,MVRW0,M,iy,124.49551610356052,492.4297777777778,1681.2336666666663,2485.379555555556
79,MJTC0,M,iy,95.68746355823492,407.2336,2193.0127,2800.5985
80,MMWS0,M,iy,134.2106927383545,387.9363636363637,1851.6464545454544,2399.1908181818185
81,MTWH0,M,iy,112.09744806298896,500.6548181818181,1941.0509090909093,2881.6910000000003
82,MTAA0,M,iy,137.5433492531265,439.33381818181823,2139.776636363636,2653.032363636364
83,MMDM0,M,iy,95.0300881485655,559.5585,1900.6481666666668,2365.654833333333
84,MRMS0,M,iy,105.321955486066,448.1851666666666,1640.6988333333331,2877.643666666667
85,MJDH0,M,iy,127.62037112708772,569.393125,2354.73,2999.461875
86,MREH1,M,iy,117.7177861680812,375.0317272727272,2421.3109090909093,3174.580818181818
87,MMLM0,M,iy,107.89643918171176,383.4897272727272,2094.7239090909097,2605.454454545454
88,MPSW0,M,iy,143.27308766693025,1543.9498571428571,2479.539714285714,3227.626142857143
89,MTPF0,M,iy,106.7331045175664,445.2426666666667,2019.4975,2574.633333333333
90,MRWA0,M,iy,132.16675688594464,402.9015,1978.8625,2650.047
91,MTJU0,M,iy,153.8492134143023,384.28528571428575,1890.090142857143,2533.5364285714286
92,MMSM0,M,iy,121.380734201376,389.77088888888886,2091.6073333333334,2647.889
93,MFGK0,M,iy,117.08279602689105,533.9558,1967.6106,2429.0654
94,MTKD0,M,iy,127.69801350972908,470.4048181818182,2165.566,2808.764363636364
95,MRAV0,M,iy,136.79607385673543,534.0861111111112,2035.481555555556,2290.9502222222227
96,MCSH0,M,iy,146.96809806321113,423.2145,1902.2085,2498.91725
97,MRVG0,M,iy,114.73392095238664,399.595625,2005.434,2687.0442500000004
98,MFMC0,M,iy,115.1427968162652,384.7034,1957.1348,2397.5904
99,MPGH0,M,iy,116.96018552184168,604.5889999999999,1896.9671666666663,2567.373
100,MDEF0,M,iy,127.39420053451629,309.73766666666666,1913.042333333333,2396.5916666666667
101,MTKD0,M,iy,118.3542361463305,573.277,1950.2748571428567,2486.230857142857
102,MBTH0,M,iy,132.2796524020388,391.6001818181818,1894.760818181818,2489.7321818181817
103,MJAI0,M,iy,122.26823164469086,404.3181428571429,2035.204,2609.998
104,MWVW0,M,iy,126.12621652850044,785.8784444444445,2134.893333333333,2863.088111111111
105,MRJM1,M,iy,132.97216027884434,377.8625833333333,2093.32925,2694.2549166666663
106,MBMA1,M,iy,113.04046337599512,346.4718571428571,2106.2580000000003,2576.343571428571
107,MMBS0,M,iy,120.43732280551691,486.4651666666666,1710.568166666667,2144.5911666666666
108,MGSL0,M,iy,91.64216577620472,484.0075555555556,2171.318666666667,2692.672
109,MLJC0,M,iy,100.7628618068901,469.37422222222216,1877.682111111111,2761.780888888889
110,MKCH0,M,iy,123.17154748195176,458.7704,2217.5568000000003,2803.6594
111,MPAM0,M,iy,129.35756212493672,456.49362500000007,1622.986125,2703.471125
112,MJDC0,M,iy,135.2669879553566,366.6108571428571,2009.644,2270.1425714285715
113,MMDM1,M,iy,127.237846059771,503.04575,2065.0805,2665.81675
114,MJEB1,M,iy,135.26709062483687,443.2631666666666,1679.292,2618.5930000000003
115,MJWS0,M,iy,129.2785165028752,459.45257142857145,1780.8408571428572,2483.149857142857
116,MMRP0,M,iy,120.2175615059223,403.29733333333326,1738.6128888888888,2619.620222222222
117,MWDK0,M,iy,109.74855209419772,1596.1194285714284,2705.9317142857144,3566.063428571429
118,MRWS0,M,iy,117.89141596451776,440.7474545454546,1966.2622727272728,2601.022181818182
119,MJXL0,M,iy,121.4093990489086,411.8107777777778,2182.7751111111115,2658.4151111111114
120,MRFL0,M,iy,151.55636744711688,398.87854545454553,2003.132363636364,2454.673181818181
121,MABW0,M,iy,119.06094852351832,467.54654545454537,2076.6120909090905,2848.890272727272
122,MPDF0,M,iy,129.29153307284548,361.57520000000005,2251.289,2797.1322000000005
123,MWGR0,M,iy,103.51596421772724,468.02133333333336,1876.392,2476.1465
124,MLNS0,M,iy,139.2898258783269,464.5211428571428,1816.91,2409.057571428571
125,MMGK0,M,iy,103.34298604541756,334.2761428571429,2172.1321428571428,2895.7022857142865
126,MDHL0,M,iy,143.40861015643358,407.799,1701.6986666666664,2485.237333333333
127,MGXP0,M,iy,104.47693496414976,451.4325555555556,1772.7688888888888,2430.397111111112
128,MPEB0,M,iy,127.74886813811128,458.8097142857142,2049.030142857143,3093.517
129,MSMC0,M,iy,135.09563715995753,429.255,1883.5928571428567,2747.342285714286
130,MTPP0,M,iy,102.34251345999608,398.1019411764705,2201.447647058824,3133.0076470588237
131,MDAC0,M,iy,146.559959929013,356.30057142857146,2102.4684285714284,2795.4404285714286
132,MFXV0,M,iy,119.54733228279687,527.8600000000001,2051.1963636363635,2813.3834545454542
133,MTAS1,M,iy,127.59564909440977,422.2816666666667,2359.807,3105.3278333333333
134,MRTC0,M,iy,152.68360910538996,509.4882857142858,1482.6675714285716,2310.667
135,MCDR0,M,iy,109.53302199908234,358.76245454545443,2080.029818181818,2767.7438181818184
136,MBJV0,M,iy,105.11780848328436,376.61,1919.3572,2617.3696000000004
137,MJLG1,M,iy,111.9105849892559,478.5635714285715,2019.2362857142855,2372.8942857142856
138,MNJM0,M,iy,116.41620276905986,446.105,1746.307625,2462.328875
139,MMWB0,M,iy,143.01979399737928,374.0806666666666,2161.979380952381,2771.4680952380945
140,MSEM1,M,iy,98.74170507569065,477.2678571428572,1882.8231428571432,2411.9187142857145
141,MDLM0,M,iy,128.77542132992605,500.13075,1930.11275,2511.63775
142,MTRT0,M,iy,101.67890172093094,434.90594444444446,1778.7393888888892,2343.363611111112
143,MWEM0,M,iy,125.95240613831086,390.57633333333337,2151.481555555556,2745.1862222222226
144,MREW1,M,iy,143.56817376300845,422.0897777777778,1754.1922222222222,2229.3841111111115
145,MLLL0,M,iy,191.18612885764415,532.3858,1987.2196,2568.4736000000003
146,MDRB0,M,iy,114.18579820510794,395.8323333333333,1710.907,2623.666888888889
147,MFGK0,M,iy,124.25146902727096,396.677,2203.5827,2771.8696
148,MRFL0,M,iy,169.90779339209945,415.5761111111112,2024.018888888889,2679.217333333333
149,MPAB0,M,iy,136.12442527549229,313.304,2094.8116666666665,2774.819833333333
150,MTER0,M,iy,143.52291023504074,400.6702727272728,1980.3122727272728,2533.133727272727
151,MJAC0,M,iy,108.76757641670882,388.0940000000001,1905.617166666667,2578.531833333333
152,MRAM0,M,iy,133.9848805899263,461.0729166666667,1749.8412500000002,2702.673083333333
153,MDTB0,M,iy,108.72070710442988,424.44866666666667,2008.571333333333,2800.879166666667
154,MSFH1,M,iy,112.6699352755605,405.3188571428572,2118.4778571428574,2615.760142857143
155,MRDS0,M,iy,116.50924693319844,397.2665625,2225.5463750000004,2703.4665
156,MKDT0,M,iy,125.04222450334282,498.84325,2159.2725,2641.975125
157,MBBR0,M,iy,110.95789342148431,407.9534285714286,2136.907285714286,2580.210857142857
158,MJJB0,M,iy,122.99128277746696,469.0271111111112,2306.843666666666,2672.328333333333
159,MDLH0,M,iy,112.64121961675674,368.431125,2310.4905625,2856.019
160,MDLF0,M,iy,116.58356502028415,687.31025,2097.14725,2687.538375
161,MRXB0,M,iy,130.916695353409,530.7124285714286,1961.4444285714287,2456.505857142857
162,MSJS1,M,iy,116.15690265894008,399.3793333333333,1768.720833333333,2534.5063333333333
163,MCEW0,M,iy,161.95426451603555,404.483625,2078.3361250000003,2613.520125
164,MGAR0,M,iy,131.922181121819,423.38375,1915.27675,2350.321
165,MCMJ0,M,iy,122.39416063312584,501.484,1926.0117142857143,2422.947428571428
166,MHXL0,M,iy,134.84381232775925,349.346,1741.3048,2380.7496
167,MDLF0,M,iy,129.1352925788144,481.0743333333333,2103.927,2860.3485
168,MSAT1,M,iy,120.07074036539402,399.6003636363637,1992.6460909090908,2538.068727272728
169,MDAC0,M,iy,119.8313575150802,410.6195000000001,1995.9990416666667,2595.9029583333336
170,MFXV0,M,iy,112.76116831684226,339.37861538461533,2174.2044615384616,2745.568692307693
171,MRWA0,M,iy,135.27844087371503,501.941125,1741.7336249999998,2523.897875
172,MRAV0,M,iy,122.04472793375932,393.813125,2142.559375,2835.762
173,MGRT0,M,iy,141.02778682023398,379.3568,2091.2812000000004,2972.3488
174,MHMR0,M,iy,176.1389654321018,452.4352307692307,2326.419615384615,2909.0080769230767
175,MGRT0,M,iy,131.10132918548496,401.404375,2173.426375,2710.88175
176,MMEB0,M,iy,116.6229852390608,610.628625,2257.7315,3008.88875
177,MRPP0,M,iy,95.16755813086306,373.0855,1720.1784,2650.3399
178,MDSS0,M,iy,139.2650738472506,386.3665,1885.8855,2582.2614000000003
179,MSAT0,M,iy,97.66283203301502,534.0643333333334,1665.3786666666667,2443.534166666667
180,MTQC0,M,iy,127.44873503086777,409.61972727272735,2063.766090909091,2753.060181818182
181,MMPM0,M,iy,155.99596768521647,480.093625,2124.124,3015.668625
182,MDBB0,M,iy,174.41420460900255,413.03,2201.5832727272723,2870.544181818182
183,MPGR1,M,iy,104.430173176851,631.8881111111111,2056.052111111111,2638.013222222222
184,MMGK0,M,iy,109.54923561355449,384.09675,1917.92425,2415.04225
185,MEJS0,M,iy,104.62961471218355,320.00714285714287,1941.924714285714,2589.929
186,MDPK0,M,iy,101.09247115098916,464.6701428571428,1909.026,2591.603714285714
187,MRRK0,M,iy,95.39968611971372,518.0980000000001,1879.8001818181815,2552.8621818181823
188,MJMP0,M,iy,146.92286317797766,574.937888888889,2241.737777777778,2989.1208888888887
189,MJRH1,M,iy,102.92328539391268,395.7098888888889,2119.3641111111115,2689.65911111111
190,MPGR0,M,iy,112.63874102791468,436.8498,2044.7256,2827.452
191,MJSW0,M,iy,124.33268623913162,561.7972857142857,2115.315857142857,2555.9618571428573
192,MGRL0,M,iy,141.1137450625638,422.8156666666666,2061.05275,2489.642666666666
193,MLEL0,M,iy,125.73548547420404,443.956125,2140.182,2779.85275
194,MESJ0,M,iy,107.58819190855938,417.9446111111111,2153.5765,2848.315666666667
195,MRPC0,M,iy,98.81385535908312,430.9515,2119.4302500000003,2465.22875
196,MCRE0,M,iy,119.77394937663374,404.94428571428574,1972.0032142857144,2499.935785714286
197,MZMB0,M,iy,102.20330271307716,456.2683333333334,1926.6766666666665,2363.259833333333
198,MEGJ0,M,iy,104.03457472076994,449.143375,1803.276,2432.7305
199,MJPG0,M,iy,121.23699158008672,475.3161428571429,1431.241857142857,2734.393
200,FMKC0,F,iy,230.21281415695196,495.09025,2298.812,2887.4018333333333
201,FCJS0,F,iy,197.11107232826745,409.56175,2256.60825,2658.864916666667
202,FCFT0,F,iy,227.5401273350277,437.08275,2559.013875,3022.943375
203,FJLR0,F,iy,225.38503713273505,428.0799999999999,2625.442375,3116.474875
204,FSSB0,F,iy,178.9331899592549,453.4755,2365.424857142857,3034.469714285715
205,FBMH0,F,iy,190.57412457976525,478.539,2337.0885,2749.011
206,FRAM1,F,iy,183.91880636417253,489.0321,2252.109299999999,2968.0433
207,FPAF0,F,iy,169.0619344694143,450.46828571428574,2052.296142857143,2398.8478571428573
208,FDRW0,F,iy,186.1933837733126,412.34375,2508.415333333333,3178.8565833333328
209,FSLB1,F,iy,213.9044919357784,418.84788888888886,1902.3051111111115,2446.849666666667
210,FLAC0,F,iy,246.1098132641,481.3611666666666,2515.208,3126.934333333333
211,FSCN0,F,iy,194.79058098007323,550.5778928571428,2586.648357142857,3319.414678571429
212,FKKH0,F,iy,195.9788666590149,474.5718333333333,2457.891333333333,2831.051166666666
213,FVFB0,F,iy,205.8824629727274,573.06125,2298.195375,3165.148375
214,FPLS0,F,iy,229.089438997091,530.5996428571428,2184.3207857142856,2666.397
215,FEDW0,F,iy,177.0804700852994,429.3808571428572,2474.4262857142858,2945.5327142857145
216,FJMG0,F,iy,223.30408856112084,481.1008999999999,2081.8449,2655.6211000000003
217,FVKB0,F,iy,217.6290623333414,567.5120000000001,2103.718,2543.8679
218,FREH0,F,iy,190.53320061371755,449.3238,2714.962,3172.2608
219,FKLH0,F,iy,243.2367861025201,459.918,2680.2072857142857,3237.346142857143
220,FLKM0,F,iy,209.5003579147376,422.67075,2400.630625,3040.073125
221,FLTM0,F,iy,186.34462845833588,548.8394000000001,2334.6022,2990.3322
222,FNKL0,F,iy,210.02318089222248,599.6832222222223,1863.4978888888888,2961.6074444444444
223,FCMR0,F,iy,179.02412544132315,419.5633333333333,1984.0006666666663,2595.0873333333334
224,FGDP0,F,iy,197.57181434400695,536.1201666666667,2555.8526666666667,3166.5468333333333
225,FKDE0,F,iy,223.89057357492072,447.8043846153847,2390.097692307692,2942.9103846153844
226,FDMY0,F,iy,200.29694232799903,455.39475,2633.34,2889.854125
227,FJAS0,F,iy,181.65864010210095,658.739,2733.36,3039.273125
228,FLJD0,F,iy,192.3438483454615,504.7335999999999,2299.2558,2922.4131999999995
229,FDXW0,F,iy,194.6230924725773,392.6246,2279.6320000000005,2826.9634
230,FLAS0,F,iy,185.94109585399943,650.3716000000001,2488.5544,3243.6598
231,FAWF0,F,iy,218.52764284237227,412.5038571428571,2122.3474285714287,2790.3095714285714
232,FEDW0,F,iy,177.0804700852994,630.8692903225805,2451.9457096774195,2933.376838709677
233,FVMH0,F,iy,198.73030857220775,486.56733333333335,1868.3848333333333,2432.827166666667
234,FISB0,F,iy,203.6470390169301,429.6133333333334,2328.283111111111,2778.7527777777777
235,FCMH1,F,iy,211.5948630821505,445.4930909090909,2453.4456363636364,2903.937909090909
236,FSMM0,F,iy,254.70792702329055,406.9875,2255.024857142857,2968.470285714286
237,FEAC0,F,iy,200.76427079695597,475.750625,2224.568375,2648.3697500000003
238,FNKL0,F,iy,197.2445250357036,457.0207142857143,2079.434142857143,2449.2875714285715
239,FNKL0,F,iy,200.1690162528698,596.9477499999999,1986.150375,2335.049625
240,FSMS1,F,iy,207.17071474714515,555.3177499999999,2575.0065,2998.435
241,FCKE0,F,iy,222.3681813034532,389.85229411764703,2227.656470588235,2918.2291764705888
242,FRNG0,F,iy,238.30536947096448,554.188923076923,2577.8740769230767,3372.4547692307688
243,FCEG0,F,iy,224.35727762120436,466.9749,2165.6437,2745.3283999999994
244,FJRP1,F,iy,191.1359857928672,429.8051818181818,2553.0913636363634,3139.994545454545
245,FCAJ0,F,iy,161.71687210948318,515.20425,2112.168375,2622.304625
246,FDXW0,F,iy,183.64397835677144,404.2742857142857,2204.6997142857144,2870.284571428572
247,FMAF0,F,iy,175.2028472372647,465.91009090909085,2421.397636363636,3047.507363636364
248,FMAF0,F,iy,195.65934281527075,487.3588571428571,1957.297857142857,2742.4511428571423
249,FCMH0,F,iy,179.2157727788075,423.5691428571428,2509.0834285714286,3060.5107142857137
250,FDML0,F,iy,174.3951080153319,468.2384,2319.9704,2869.0595000000003
251,FLAG0,F,iy,197.7748186888982,478.9413333333334,2169.253833333333,2812.0531666666666
252,FSRH0,F,iy,206.70748293953537,546.1601111111112,2317.0020000000004,3045.34
253,FTLG0,F,iy,201.01690935270707,545.4928333333334,2027.8474166666667,2918.3495000000003
254,FKDW0,F,iy,280.18842228338866,384.0148333333333,2424.8903333333333,2870.716
255,FCAU0,F,iy,230.7754655199681,544.9308,2119.7582,2385.8550000000005
256,FJSK0,F,iy,195.7728589237696,399.419,2467.9927272727277,2899.215454545454
257,FCLT0,F,iy,187.31060017730545,451.918875,2256.3368749999995,2901.47775
258,FPLS0,F,iy,230.89731803157272,466.7192,2238.9316,2763.7632000000003
259,FJLR0,F,iy,229.7560607467221,564.5726666666666,2745.9421666666663,3337.2111666666665
260,FSKL0,F,iy,213.27501871837669,536.1859999999999,2075.9880000000003,2428.3995
261,FJRP1,F,iy,212.9268310533764,430.3289000000001,2355.4991,2965.3862
262,FDAW0,F,iy,202.57836149494813,446.2235,2060.0365,2711.76625
263,FMJU0,F,iy,201.40601001086748,446.935,2089.1743333333334,2518.338555555556
264,FBLV0,F,iy,182.893313778565,563.5579411764706,2066.085352941177,2432.392647058823
265,FCLT0,F,iy,185.6922014866209,505.2454285714285,1976.8511428571423,2481.428571428572
266,FLAG0,F,iy,216.4679673044601,527.2796000000001,2120.5974,2855.5748
267,FMBG0,F,iy,205.2331595792289,444.852,2227.41125,2647.219375
268,FSBK0,F,iy,235.73172883131232,461.2883,2632.932,3169.3541
269,FLBW0,F,iy,193.46899930698785,452.9183333333333,2219.983166666667,2733.1765
270,FEAC0,F,iy,200.4082897111407,536.5146249999999,2164.44025,2864.6415625
271,FDML0,F,iy,184.4002278108914,514.0995714285715,1673.9239999999998,2629.1477142857143
272,FBMJ0,F,iy,138.5084174662724,603.8694444444445,2077.366555555556,2414.639333333333
273,FMKF0,F,iy,194.19649378196016,431.5718,1970.0788,2377.1258000000003
274,FJHK0,F,iy,206.25174325421932,483.5893333333333,2303.2298333333333,2841.4812500000003
275,FMCM0,F,iy,206.8839094924295,434.9167777777777,2365.805666666666,2966.318888888889
276,FBCH0,F,iy,212.41866870988991,513.0361,2001.5081,2877.0359
277,FMAH1,F,iy,218.70382654490135,398.89699999999993,2681.416,3363.154625
278,FDNC0,F,iy,189.2699392429228,537.5224000000001,2522.2066,3066.989
279,FTBR0,F,iy,189.8008927558621,486.473,2573.782090909091,3176.4152727272726
280,FREH0,F,iy,191.4019369563308,562.0840909090908,2884.484454545455,3347.1389090909097
281,FLBW0,F,iy,193.90367900918037,489.6357499999999,2219.28475,2933.797583333333
282,FLJA0,F,iy,224.5358251037524,469.60875,2097.94175,2609.706375
283,FSDJ0,F,iy,192.8226841877936,458.1530000000001,2386.288,2706.546
284,FGJD0,F,iy,202.44888313709973,509.83775,2086.984125,2517.2401250000003
285,FTLH0,F,iy,192.94928324681877,433.36228571428575,2274.9087142857147,2960.0665714285715
286,FBLV0,F,iy,182.893313778565,500.360625,1881.1965,2641.875875
287,FDJH0,F,iy,189.9233544744475,498.9185,2484.1345,2986.38025
288,FJLG0,F,iy,209.37989730457343,479.6754999999999,2627.0051666666664,3178.1360000000004
289,FVKB0,F,iy,208.49394097602735,596.22,2574.0650000000005,3218.65125
290,FTLG0,F,iy,201.01690935270707,396.347,2439.4590000000003,2867.3992
291,FTBR0,F,iy,192.6906586787329,421.2721666666667,1907.3295,2476.217333333333
292,FMKC0,F,iy,209.89273182077275,405.2565,2116.076833333333,2673.179
293,FDRD1,F,iy,213.6543566061342,523.1605,2089.956125,2861.5165
294,FJSA0,F,iy,216.83605107609552,489.684,1883.176333333333,2804.163833333333
295,FLTM0,F,iy,186.2262538414484,518.6538181818182,2077.469727272728,2797.194
296,FCMM0,F,iy,211.64214717089376,462.6294,2143.5706,2795.4686
297,FEXM0,F,iy,197.42314964198903,499.8967142857142,2510.4344285714283,2965.159571428572
298,FCEG0,F,iy,221.334393995516,464.32814285714295,1972.8398571428568,2358.4950000000003
299,FSEM0,F,iy,249.44030224164752,546.8108333333333,1961.725,3167.982833333333
300,FALR0,F,iy,221.1828700873609,563.9395000000001,2472.9057000000003,2881.0833
301,FCMG0,F,iy,178.24717542838474,485.3440833333334,2610.230625,3190.3880833333333
302,FLMK0,F,iy,231.37741373953955,459.234875,2136.197375,3217.374
303,FSKC0,F,iy,171.0413419239133,423.8035,1977.79475,2695.466625
304,FECD0,F,iy,207.79368117296767,475.0305,2246.359875,2572.21975
305,FGRW0,F,iy,202.4910930782845,460.597,2337.5723000000007,2932.2818999999995
306,FCAL1,F,iy,179.6473022743559,527.8685714285714,2217.5187142857144,2780.136
307,FAEM0,F,iy,187.78952894449063,439.57977777777785,1954.324444444444,2149.554333333333
308,FHES0,F,iy,226.5239181667528,455.1218571428571,2538.002428571429,3118.3217142857143
309,FEEH0,F,iy,238.09653044022068,526.3611428571428,1979.4994285714288,2503.2914285714287
310,FCEG0,F,iy,221.334393995516,545.6472222222222,2528.3615555555552,3210.094333333333
311,FSXA0,F,iy,172.0552377811833,482.7101818181818,2090.7786363636365,2366.036
312,FEEH0,F,iy,234.2539692742684,473.00576923076926,2154.6106923076923,2632.4658461538465
313,FALR0,F,iy,224.910749903198,477.199625,2366.8293750000003,2969.15875
314,FKDW0,F,iy,255.39065210864987,501.5783571428571,1948.1556428571432,2898.650142857143
315,FDAC1,F,iy,153.82379141752244,457.2337777777778,2115.4280000000003,2836.417222222222
316,FTLG0,F,iy,215.2674998093931,520.7099999999999,2484.566333333333,2988.3428333333336
317,FAJW0,F,iy,165.91795390075993,640.4341000000001,2465.0993,3024.2711000000004
318,FJDM2,F,iy,249.83983326224103,449.0253333333333,1866.5143333333333,2687.659083333333
319,FLJA0,F,iy,218.2353864225761,450.2253333333333,2644.617777777778,3252.449
320,FTLH0,F,iy,207.11097180425932,466.25062500000007,2495.103,2984.907125
321,FLMK0,F,iy,230.2849074756488,472.06855555555546,2250.911111111111,2608.4022222222225
322,FHXS0,F,iy,183.76144515558315,429.8952000000001,2391.5534,3054.4821
323,FSMS1,F,iy,218.00908318088176,483.5437142857142,2591.126,3102.3204285714287
324,FGWR0,F,iy,194.72923753041687,486.73942857142856,2314.129285714286,2828.432857142857
